0.00583363	0.01833	0.00002	52.71851	1401.43337	-0.00484	0.00000	0.00000	0.00000
0.0139955	0.04396	0.00002	52.71851	1401.86365	-0.00484	0.00000	0.00000	0.00000
0.0205773	0.06463	0.00002	52.71851	1402.21063	-0.00484	0.00000	0.00000	0.00000
0.0419536	0.13171	0.00002	52.71851	1403.33755	0.01714	0.00000	0.00000	0.00000
0.054172	0.16998	0.00011	52.71851	1403.98169	0.04076	0.00000	0.00000	0.00000
0.0651098	0.20419	0.00031	52.71851	1404.55832	0.04017	0.00000	0.00000	0.00000
0.0759636	0.23808	0.00050	52.71852	1405.13052	0.07708	0.00000	0.00000	0.00000
0.0869054	0.27217	0.00098	52.71852	1405.70735	0.07626	0.00000	0.00000	0.00000
0.0989235	0.30953	0.00146	52.71853	1406.34092	0.09225	0.00000	0.00000	0.00000
0.109892	0.34352	0.00203	52.71855	1406.91915	0.09602	0.00000	0.00000	0.00000
0.120525	0.37638	0.00280	52.71857	1407.47975	0.11659	0.00000	0.00000	0.00000
0.130081	0.40582	0.00356	52.71860	1407.98349	0.11589	0.00000	0.00000	0.00000
0.139805	0.43569	0.00452	52.71863	1408.49616	0.14529	0.00000	0.00000	0.00000
0.150813	0.46937	0.00577	52.71868	1409.07648	0.14600	0.00000	0.00000	0.00000
0.16185	0.50301	0.00711	52.71875	1409.65831	0.16999	0.00000	0.00000	0.00000
0.172809	0.53625	0.00855	52.71882	1410.23607	0.15238	0.00000	0.00000	0.00000
0.185684	0.57511	0.01028	52.71893	1410.91483	0.19235	0.00000	0.00000	0.00000
0.20676	0.63820	0.01354	52.71915	1412.02592	0.15877	0.00000	0.00000	0.00000
0.21888	0.67416	0.01526	52.71931	1412.66487	0.16678	0.00000	0.00000	0.00000
0.232412	0.71403	0.01775	52.71952	1413.37828	0.21181	0.00000	0.00000	0.00000
0.244742	0.75008	0.02006	52.71974	1414.02829	0.18093	0.00000	0.00000	0.00000
0.255183	0.78038	0.02207	52.71995	1414.57876	0.19834	0.00000	0.00000	0.00000
0.267586	0.81611	0.02475	52.72022	1415.23268	0.28451	0.00000	0.00000	0.00000
0.279847	0.85112	0.02753	52.72053	1415.87905	0.24693	0.00000	0.00000	0.00000
0.290803	0.88214	0.02955	52.72083	1416.45666	0.26282	0.00000	0.00000	0.00000
0.300068	0.90817	0.03175	52.72110	1416.94514	0.28446	0.00000	0.00000	0.00000
0.311393	0.93973	0.03444	52.72146	1417.54221	0.31317	0.00000	0.00000	0.00000
0.322397	0.97010	0.03741	52.72184	1418.12232	0.30403	0.00000	0.00000	0.00000
0.333286	0.99987	0.04009	52.72225	1418.69642	0.29265	0.00000	0.00000	0.00000
0.344126	1.02922	0.04316	52.72268	1419.26794	0.32042	0.00000	0.00000	0.00000
0.359	1.06900	0.04747	52.72332	1420.05217	0.28497	0.00000	0.00000	0.00000
0.370965	1.10058	0.05093	52.72389	1420.68300	0.25820	0.00000	0.00000	0.00000
0.383406	1.13300	0.05457	52.72453	1421.33890	0.32535	0.00000	0.00000	0.00000
0.392668	1.15686	0.05764	52.72503	1421.82726	0.31562	0.00000	0.00000	0.00000
0.407544	1.19466	0.06224	52.72589	1422.61160	0.32965	0.00000	0.00000	0.00000
0.415733	1.21520	0.06502	52.72640	1423.04340	0.38809	0.00000	0.00000	0.00000
0.426876	1.24281	0.06885	52.72712	1423.63091	0.38154	0.00000	0.00000	0.00000
0.439095	1.27266	0.07288	52.72796	1424.27519	0.37700	0.00000	0.00000	0.00000
0.450957	1.30118	0.07691	52.72883	1424.90065	0.28231	0.00000	0.00000	0.00000
0.463424	1.33067	0.08151	52.72979	1425.55805	0.36650	0.00000	0.00000	0.00000
0.477145	1.36254	0.08678	52.73091	1426.28155	0.32225	0.00000	0.00000	0.00000
0.487526	1.38623	0.09043	52.73181	1426.82896	0.40197	0.00000	0.00000	0.00000
0.498595	1.41109	0.09484	52.73281	1427.41265	0.36969	0.00000	0.00000	0.00000
0.508164	1.43223	0.09848	52.73372	1427.91726	0.46269	0.00000	0.00000	0.00000
0.519057	1.45591	0.10318	52.73479	1428.49171	0.42665	0.00000	0.00000	0.00000
0.531033	1.48144	0.10778	52.73602	1429.12323	0.34666	0.00000	0.00000	0.00000
0.540807	1.50190	0.11190	52.73708	1429.63867	0.40781	0.00000	0.00000	0.00000
0.551872	1.52462	0.11679	52.73832	1430.22221	0.42937	0.00000	0.00000	0.00000
0.5641	1.54921	0.12197	52.73974	1430.86715	0.45139	0.00000	0.00000	0.00000
0.576064	1.57270	0.12715	52.74120	1431.49813	0.40255	0.00000	0.00000	0.00000
0.589432	1.59830	0.13319	52.74290	1432.20319	0.48723	0.00000	0.00000	0.00000
0.600728	1.61938	0.13856	52.74441	1432.79897	0.44720	0.00000	0.00000	0.00000
0.61287	1.64147	0.14383	52.74609	1433.43942	0.41823	0.00000	0.00000	0.00000
0.623872	1.66097	0.14901	52.74767	1434.01972	0.50677	0.00000	0.00000	0.00000
